query_id,slice_family,slice_name
Q381,intent_top_level,Pharmacotherapy
Q384,intent_top_level,Pharmacotherapy
Q386,intent_top_level,Pharmacotherapy
Q394,intent_top_level,Pharmacotherapy
Q395,intent_top_level,Pharmacotherapy
Q396,intent_top_level,Pharmacotherapy
Q400,intent_top_level,Pharmacotherapy
Q403,intent_top_level,Pharmacotherapy
Q404,intent_top_level,Pharmacotherapy
Q407,intent_top_level,Pharmacotherapy
Q409,intent_top_level,Pharmacotherapy
Q411,intent_top_level,Pharmacotherapy
Q414,intent_top_level,Pharmacotherapy
Q417,intent_top_level,Pharmacotherapy
Q420,intent_top_level,Pharmacotherapy
Q421,intent_top_level,Pharmacotherapy
Q427,intent_top_level,Pharmacotherapy
Q429,intent_top_level,Pharmacotherapy
Q430,intent_top_level,Pharmacotherapy
Q431,intent_top_level,Pharmacotherapy
Q432,intent_top_level,Pharmacotherapy
Q434,intent_top_level,Pharmacotherapy
Q435,intent_top_level,Pharmacotherapy
Q436,intent_top_level,Pharmacotherapy
Q438,intent_top_level,Pharmacotherapy
Q439,intent_top_level,Pharmacotherapy
Q441,intent_top_level,Pharmacotherapy
Q444,intent_top_level,Pharmacotherapy
Q447,intent_top_level,Pharmacotherapy
Q448,intent_top_level,Pharmacotherapy
Q450,intent_top_level,Pharmacotherapy
Q452,intent_top_level,Pharmacotherapy
Q453,intent_top_level,Pharmacotherapy
Q457,intent_top_level,Pharmacotherapy
Q461,intent_top_level,Pharmacotherapy
Q462,intent_top_level,Pharmacotherapy
Q464,intent_top_level,Pharmacotherapy
Q467,intent_top_level,Pharmacotherapy
Q470,intent_top_level,Pharmacotherapy
Q475,intent_top_level,Pharmacotherapy
Q476,intent_top_level,Pharmacotherapy
Q478,intent_top_level,Pharmacotherapy
Q479,intent_top_level,Pharmacotherapy
Q480,intent_top_level,Pharmacotherapy
Q484,intent_top_level,Pharmacotherapy
Q488,intent_top_level,Pharmacotherapy
Q492,intent_top_level,Pharmacotherapy
Q495,intent_top_level,Pharmacotherapy
Q496,intent_top_level,Pharmacotherapy
Q497,intent_top_level,Pharmacotherapy
Q499,intent_top_level,Pharmacotherapy
Q004,intent_top_level,Pharmacotherapy; Epidemiology / Prognosis
Q029,intent_top_level,Pharmacotherapy; Epidemiology / Prognosis
Q047,intent_top_level,Pharmacotherapy; Epidemiology / Prognosis
Q048,intent_top_level,Pharmacotherapy; Epidemiology / Prognosis
Q065,intent_top_level,Pharmacotherapy; Epidemiology / Prognosis
Q070,intent_top_level,Pharmacotherapy; Epidemiology / Prognosis
Q177,intent_top_level,Pharmacotherapy; Epidemiology / Prognosis
Q223,intent_top_level,Pharmacotherapy; Epidemiology / Prognosis
Q269,intent_top_level,Pharmacotherapy; Epidemiology / Prognosis
Q309,intent_top_level,Pharmacotherapy; Epidemiology / Prognosis
Q317,intent_top_level,Pharmacotherapy; Epidemiology / Prognosis
Q353,intent_top_level,Pharmacotherapy; Epidemiology / Prognosis
Q357,intent_top_level,Pharmacotherapy; Epidemiology / Prognosis
Q366,intent_top_level,Pharmacotherapy; Epidemiology / Prognosis
Q412,intent_top_level,Pharmacotherapy; Epidemiology / Prognosis
Q473,intent_top_level,Pharmacotherapy; Epidemiology / Prognosis
Q477,intent_top_level,Pharmacotherapy; Epidemiology / Prognosis
Q481,intent_top_level,Pharmacotherapy; Epidemiology / Prognosis
Q482,intent_top_level,Pharmacotherapy; Epidemiology / Prognosis
Q491,intent_top_level,Pharmacotherapy; Epidemiology / Prognosis
Q057,pharmacotherapy_sub_intent,Comparative Treatment Choice
Q071,pharmacotherapy_sub_intent,Comparative Treatment Choice
Q085,pharmacotherapy_sub_intent,Comparative Treatment Choice
Q112,pharmacotherapy_sub_intent,Comparative Treatment Choice
Q114,pharmacotherapy_sub_intent,Comparative Treatment Choice
Q146,pharmacotherapy_sub_intent,Comparative Treatment Choice
Q150,pharmacotherapy_sub_intent,Comparative Treatment Choice
Q170,pharmacotherapy_sub_intent,Comparative Treatment Choice
Q235,pharmacotherapy_sub_intent,Comparative Treatment Choice
Q244,pharmacotherapy_sub_intent,Comparative Treatment Choice
Q285,pharmacotherapy_sub_intent,Comparative Treatment Choice
Q292,pharmacotherapy_sub_intent,Comparative Treatment Choice
Q316,pharmacotherapy_sub_intent,Comparative Treatment Choice
Q318,pharmacotherapy_sub_intent,Comparative Treatment Choice
Q335,pharmacotherapy_sub_intent,Comparative Treatment Choice
Q338,pharmacotherapy_sub_intent,Comparative Treatment Choice
Q339,pharmacotherapy_sub_intent,Comparative Treatment Choice
Q369,pharmacotherapy_sub_intent,Comparative Treatment Choice
Q417,pharmacotherapy_sub_intent,Comparative Treatment Choice
Q436,pharmacotherapy_sub_intent,Comparative Treatment Choice
Q447,pharmacotherapy_sub_intent,Comparative Treatment Choice
Q448,pharmacotherapy_sub_intent,Comparative Treatment Choice
Q476,pharmacotherapy_sub_intent,Comparative Treatment Choice
Q007,pharmacotherapy_sub_intent,Dosing / Administration
Q010,pharmacotherapy_sub_intent,Dosing / Administration
Q011,pharmacotherapy_sub_intent,Dosing / Administration
Q012,pharmacotherapy_sub_intent,Dosing / Administration
Q014,pharmacotherapy_sub_intent,Dosing / Administration
Q019,pharmacotherapy_sub_intent,Dosing / Administration
Q021,pharmacotherapy_sub_intent,Dosing / Administration
Q024,pharmacotherapy_sub_intent,Dosing / Administration
Q036,pharmacotherapy_sub_intent,Dosing / Administration
Q050,pharmacotherapy_sub_intent,Dosing / Administration
Q056,pharmacotherapy_sub_intent,Dosing / Administration
Q063,pharmacotherapy_sub_intent,Dosing / Administration
Q069,pharmacotherapy_sub_intent,Dosing / Administration
Q076,pharmacotherapy_sub_intent,Dosing / Administration
Q088,pharmacotherapy_sub_intent,Dosing / Administration
Q091,pharmacotherapy_sub_intent,Dosing / Administration
Q097,pharmacotherapy_sub_intent,Dosing / Administration
Q099,pharmacotherapy_sub_intent,Dosing / Administration
Q104,pharmacotherapy_sub_intent,Dosing / Administration
Q106,pharmacotherapy_sub_intent,Dosing / Administration
Q110,pharmacotherapy_sub_intent,Dosing / Administration
Q115,pharmacotherapy_sub_intent,Dosing / Administration
Q118,pharmacotherapy_sub_intent,Dosing / Administration
Q122,pharmacotherapy_sub_intent,Dosing / Administration
Q130,pharmacotherapy_sub_intent,Dosing / Administration
Q132,pharmacotherapy_sub_intent,Dosing / Administration
Q135,pharmacotherapy_sub_intent,Dosing / Administration
Q139,pharmacotherapy_sub_intent,Dosing / Administration
Q144,pharmacotherapy_sub_intent,Dosing / Administration
Q145,pharmacotherapy_sub_intent,Dosing / Administration
Q148,pharmacotherapy_sub_intent,Dosing / Administration
Q154,pharmacotherapy_sub_intent,Dosing / Administration
Q159,pharmacotherapy_sub_intent,Dosing / Administration
Q160,pharmacotherapy_sub_intent,Dosing / Administration
Q161,pharmacotherapy_sub_intent,Dosing / Administration
Q165,pharmacotherapy_sub_intent,Dosing / Administration
Q175,pharmacotherapy_sub_intent,Dosing / Administration
Q181,pharmacotherapy_sub_intent,Dosing / Administration
Q183,pharmacotherapy_sub_intent,Dosing / Administration
Q185,pharmacotherapy_sub_intent,Dosing / Administration
Q186,pharmacotherapy_sub_intent,Dosing / Administration
Q189,pharmacotherapy_sub_intent,Dosing / Administration
Q191,pharmacotherapy_sub_intent,Dosing / Administration
Q192,pharmacotherapy_sub_intent,Dosing / Administration
Q199,pharmacotherapy_sub_intent,Dosing / Administration
Q206,pharmacotherapy_sub_intent,Dosing / Administration
Q214,pharmacotherapy_sub_intent,Dosing / Administration
Q220,pharmacotherapy_sub_intent,Dosing / Administration
Q224,pharmacotherapy_sub_intent,Dosing / Administration
Q239,pharmacotherapy_sub_intent,Dosing / Administration
Q241,pharmacotherapy_sub_intent,Dosing / Administration
Q243,pharmacotherapy_sub_intent,Dosing / Administration
Q249,pharmacotherapy_sub_intent,Dosing / Administration
Q263,pharmacotherapy_sub_intent,Dosing / Administration
Q264,pharmacotherapy_sub_intent,Dosing / Administration
Q265,pharmacotherapy_sub_intent,Dosing / Administration
Q270,pharmacotherapy_sub_intent,Dosing / Administration
Q277,pharmacotherapy_sub_intent,Dosing / Administration
Q294,pharmacotherapy_sub_intent,Dosing / Administration
Q299,pharmacotherapy_sub_intent,Dosing / Administration
Q302,pharmacotherapy_sub_intent,Dosing / Administration
Q319,pharmacotherapy_sub_intent,Dosing / Administration
Q322,pharmacotherapy_sub_intent,Dosing / Administration
Q326,pharmacotherapy_sub_intent,Dosing / Administration
Q331,pharmacotherapy_sub_intent,Dosing / Administration
Q342,pharmacotherapy_sub_intent,Dosing / Administration
Q346,pharmacotherapy_sub_intent,Dosing / Administration
Q347,pharmacotherapy_sub_intent,Dosing / Administration
Q349,pharmacotherapy_sub_intent,Dosing / Administration
Q358,pharmacotherapy_sub_intent,Dosing / Administration
Q359,pharmacotherapy_sub_intent,Dosing / Administration
Q375,pharmacotherapy_sub_intent,Dosing / Administration
Q380,pharmacotherapy_sub_intent,Dosing / Administration
Q381,pharmacotherapy_sub_intent,Dosing / Administration
Q395,pharmacotherapy_sub_intent,Dosing / Administration
Q396,pharmacotherapy_sub_intent,Dosing / Administration
Q400,pharmacotherapy_sub_intent,Dosing / Administration
Q404,pharmacotherapy_sub_intent,Dosing / Administration
Q407,pharmacotherapy_sub_intent,Dosing / Administration
Q409,pharmacotherapy_sub_intent,Dosing / Administration
Q411,pharmacotherapy_sub_intent,Dosing / Administration
Q414,pharmacotherapy_sub_intent,Dosing / Administration
Q420,pharmacotherapy_sub_intent,Dosing / Administration
Q421,pharmacotherapy_sub_intent,Dosing / Administration
Q429,pharmacotherapy_sub_intent,Dosing / Administration
Q430,pharmacotherapy_sub_intent,Dosing / Administration
Q435,pharmacotherapy_sub_intent,Dosing / Administration
Q438,pharmacotherapy_sub_intent,Dosing / Administration
Q439,pharmacotherapy_sub_intent,Dosing / Administration
Q441,pharmacotherapy_sub_intent,Dosing / Administration
Q444,pharmacotherapy_sub_intent,Dosing / Administration
Q453,pharmacotherapy_sub_intent,Dosing / Administration
Q470,pharmacotherapy_sub_intent,Dosing / Administration
Q480,pharmacotherapy_sub_intent,Dosing / Administration
Q484,pharmacotherapy_sub_intent,Dosing / Administration
Q492,pharmacotherapy_sub_intent,Dosing / Administration
Q004,pharmacotherapy_sub_intent,Efficacy / Outcomes
Q029,pharmacotherapy_sub_intent,Efficacy / Outcomes
Q047,pharmacotherapy_sub_intent,Efficacy / Outcomes
Q048,pharmacotherapy_sub_intent,Efficacy / Outcomes
Q065,pharmacotherapy_sub_intent,Efficacy / Outcomes
Q070,pharmacotherapy_sub_intent,Efficacy / Outcomes
Q177,pharmacotherapy_sub_intent,Efficacy / Outcomes
Q223,pharmacotherapy_sub_intent,Efficacy / Outcomes
Q269,pharmacotherapy_sub_intent,Efficacy / Outcomes
Q309,pharmacotherapy_sub_intent,Efficacy / Outcomes
Q317,pharmacotherapy_sub_intent,Efficacy / Outcomes
Q353,pharmacotherapy_sub_intent,Efficacy / Outcomes
Q357,pharmacotherapy_sub_intent,Efficacy / Outcomes
Q366,pharmacotherapy_sub_intent,Efficacy / Outcomes
Q412,pharmacotherapy_sub_intent,Efficacy / Outcomes
Q473,pharmacotherapy_sub_intent,Efficacy / Outcomes
Q477,pharmacotherapy_sub_intent,Efficacy / Outcomes
Q481,pharmacotherapy_sub_intent,Efficacy / Outcomes
Q482,pharmacotherapy_sub_intent,Efficacy / Outcomes
Q491,pharmacotherapy_sub_intent,Efficacy / Outcomes
Q003,pharmacotherapy_sub_intent,Interaction / Combination
Q006,pharmacotherapy_sub_intent,Interaction / Combination
Q009,pharmacotherapy_sub_intent,Interaction / Combination
Q018,pharmacotherapy_sub_intent,Interaction / Combination
Q032,pharmacotherapy_sub_intent,Interaction / Combination
Q101,pharmacotherapy_sub_intent,Interaction / Combination
Q155,pharmacotherapy_sub_intent,Interaction / Combination
Q188,pharmacotherapy_sub_intent,Interaction / Combination
Q201,pharmacotherapy_sub_intent,Interaction / Combination
Q207,pharmacotherapy_sub_intent,Interaction / Combination
Q215,pharmacotherapy_sub_intent,Interaction / Combination
Q231,pharmacotherapy_sub_intent,Interaction / Combination
Q262,pharmacotherapy_sub_intent,Interaction / Combination
Q306,pharmacotherapy_sub_intent,Interaction / Combination
Q321,pharmacotherapy_sub_intent,Interaction / Combination
Q327,pharmacotherapy_sub_intent,Interaction / Combination
Q328,pharmacotherapy_sub_intent,Interaction / Combination
Q403,pharmacotherapy_sub_intent,Interaction / Combination
Q432,pharmacotherapy_sub_intent,Interaction / Combination
Q452,pharmacotherapy_sub_intent,Interaction / Combination
Q462,pharmacotherapy_sub_intent,Interaction / Combination
Q001,pharmacotherapy_sub_intent,Safety / Contraindication
Q002,pharmacotherapy_sub_intent,Safety / Contraindication
Q005,pharmacotherapy_sub_intent,Safety / Contraindication
Q008,pharmacotherapy_sub_intent,Safety / Contraindication
Q013,pharmacotherapy_sub_intent,Safety / Contraindication
Q016,pharmacotherapy_sub_intent,Safety / Contraindication
Q026,pharmacotherapy_sub_intent,Safety / Contraindication
Q027,pharmacotherapy_sub_intent,Safety / Contraindication
Q028,pharmacotherapy_sub_intent,Safety / Contraindication
Q030,pharmacotherapy_sub_intent,Safety / Contraindication
Q031,pharmacotherapy_sub_intent,Safety / Contraindication
Q033,pharmacotherapy_sub_intent,Safety / Contraindication
Q037,pharmacotherapy_sub_intent,Safety / Contraindication
Q043,pharmacotherapy_sub_intent,Safety / Contraindication
Q054,pharmacotherapy_sub_intent,Safety / Contraindication
Q055,pharmacotherapy_sub_intent,Safety / Contraindication
Q073,pharmacotherapy_sub_intent,Safety / Contraindication
Q078,pharmacotherapy_sub_intent,Safety / Contraindication
Q102,pharmacotherapy_sub_intent,Safety / Contraindication
Q108,pharmacotherapy_sub_intent,Safety / Contraindication
Q111,pharmacotherapy_sub_intent,Safety / Contraindication
Q125,pharmacotherapy_sub_intent,Safety / Contraindication
Q129,pharmacotherapy_sub_intent,Safety / Contraindication
Q131,pharmacotherapy_sub_intent,Safety / Contraindication
Q133,pharmacotherapy_sub_intent,Safety / Contraindication
Q138,pharmacotherapy_sub_intent,Safety / Contraindication
Q142,pharmacotherapy_sub_intent,Safety / Contraindication
Q152,pharmacotherapy_sub_intent,Safety / Contraindication
Q157,pharmacotherapy_sub_intent,Safety / Contraindication
Q162,pharmacotherapy_sub_intent,Safety / Contraindication
Q163,pharmacotherapy_sub_intent,Safety / Contraindication
Q182,pharmacotherapy_sub_intent,Safety / Contraindication
Q187,pharmacotherapy_sub_intent,Safety / Contraindication
Q203,pharmacotherapy_sub_intent,Safety / Contraindication
Q212,pharmacotherapy_sub_intent,Safety / Contraindication
Q227,pharmacotherapy_sub_intent,Safety / Contraindication
Q228,pharmacotherapy_sub_intent,Safety / Contraindication
Q230,pharmacotherapy_sub_intent,Safety / Contraindication
Q232,pharmacotherapy_sub_intent,Safety / Contraindication
Q233,pharmacotherapy_sub_intent,Safety / Contraindication
Q238,pharmacotherapy_sub_intent,Safety / Contraindication
Q250,pharmacotherapy_sub_intent,Safety / Contraindication
Q253,pharmacotherapy_sub_intent,Safety / Contraindication
Q255,pharmacotherapy_sub_intent,Safety / Contraindication
Q267,pharmacotherapy_sub_intent,Safety / Contraindication
Q282,pharmacotherapy_sub_intent,Safety / Contraindication
Q284,pharmacotherapy_sub_intent,Safety / Contraindication
Q288,pharmacotherapy_sub_intent,Safety / Contraindication
Q289,pharmacotherapy_sub_intent,Safety / Contraindication
Q300,pharmacotherapy_sub_intent,Safety / Contraindication
Q307,pharmacotherapy_sub_intent,Safety / Contraindication
Q320,pharmacotherapy_sub_intent,Safety / Contraindication
Q323,pharmacotherapy_sub_intent,Safety / Contraindication
Q330,pharmacotherapy_sub_intent,Safety / Contraindication
Q333,pharmacotherapy_sub_intent,Safety / Contraindication
Q336,pharmacotherapy_sub_intent,Safety / Contraindication
Q348,pharmacotherapy_sub_intent,Safety / Contraindication
Q351,pharmacotherapy_sub_intent,Safety / Contraindication
Q354,pharmacotherapy_sub_intent,Safety / Contraindication
Q356,pharmacotherapy_sub_intent,Safety / Contraindication
Q360,pharmacotherapy_sub_intent,Safety / Contraindication
Q365,pharmacotherapy_sub_intent,Safety / Contraindication
Q367,pharmacotherapy_sub_intent,Safety / Contraindication
Q374,pharmacotherapy_sub_intent,Safety / Contraindication
Q379,pharmacotherapy_sub_intent,Safety / Contraindication
Q384,pharmacotherapy_sub_intent,Safety / Contraindication
Q386,pharmacotherapy_sub_intent,Safety / Contraindication
Q394,pharmacotherapy_sub_intent,Safety / Contraindication
Q427,pharmacotherapy_sub_intent,Safety / Contraindication
Q431,pharmacotherapy_sub_intent,Safety / Contraindication
Q434,pharmacotherapy_sub_intent,Safety / Contraindication
Q450,pharmacotherapy_sub_intent,Safety / Contraindication
Q457,pharmacotherapy_sub_intent,Safety / Contraindication
Q461,pharmacotherapy_sub_intent,Safety / Contraindication
Q464,pharmacotherapy_sub_intent,Safety / Contraindication
Q467,pharmacotherapy_sub_intent,Safety / Contraindication
Q475,pharmacotherapy_sub_intent,Safety / Contraindication
Q478,pharmacotherapy_sub_intent,Safety / Contraindication
Q479,pharmacotherapy_sub_intent,Safety / Contraindication
Q488,pharmacotherapy_sub_intent,Safety / Contraindication
Q495,pharmacotherapy_sub_intent,Safety / Contraindication
Q496,pharmacotherapy_sub_intent,Safety / Contraindication
Q497,pharmacotherapy_sub_intent,Safety / Contraindication
Q499,pharmacotherapy_sub_intent,Safety / Contraindication
Q001,intent_hypothesis_group,Available preferred-content-type intents
Q002,intent_hypothesis_group,Available preferred-content-type intents
Q003,intent_hypothesis_group,Available preferred-content-type intents
Q004,intent_hypothesis_group,Available preferred-content-type intents
Q005,intent_hypothesis_group,Available preferred-content-type intents
Q006,intent_hypothesis_group,Available preferred-content-type intents
Q007,intent_hypothesis_group,Available preferred-content-type intents
Q008,intent_hypothesis_group,Available preferred-content-type intents
Q009,intent_hypothesis_group,Available preferred-content-type intents
Q010,intent_hypothesis_group,Available preferred-content-type intents
Q011,intent_hypothesis_group,Available preferred-content-type intents
Q012,intent_hypothesis_group,Available preferred-content-type intents
Q013,intent_hypothesis_group,Available preferred-content-type intents
Q014,intent_hypothesis_group,Available preferred-content-type intents
Q016,intent_hypothesis_group,Available preferred-content-type intents
Q018,intent_hypothesis_group,Available preferred-content-type intents
Q019,intent_hypothesis_group,Available preferred-content-type intents
Q020,intent_hypothesis_group,Available preferred-content-type intents
Q021,intent_hypothesis_group,Available preferred-content-type intents
Q023,intent_hypothesis_group,Available preferred-content-type intents
Q024,intent_hypothesis_group,Available preferred-content-type intents
Q025,intent_hypothesis_group,Available preferred-content-type intents
Q026,intent_hypothesis_group,Available preferred-content-type intents
Q027,intent_hypothesis_group,Available preferred-content-type intents
Q028,intent_hypothesis_group,Available preferred-content-type intents
Q029,intent_hypothesis_group,Available preferred-content-type intents
Q030,intent_hypothesis_group,Available preferred-content-type intents
Q031,intent_hypothesis_group,Available preferred-content-type intents
Q032,intent_hypothesis_group,Available preferred-content-type intents
Q033,intent_hypothesis_group,Available preferred-content-type intents
Q036,intent_hypothesis_group,Available preferred-content-type intents
Q037,intent_hypothesis_group,Available preferred-content-type intents
Q038,intent_hypothesis_group,Available preferred-content-type intents
Q043,intent_hypothesis_group,Available preferred-content-type intents
Q047,intent_hypothesis_group,Available preferred-content-type intents
Q048,intent_hypothesis_group,Available preferred-content-type intents
Q050,intent_hypothesis_group,Available preferred-content-type intents
Q052,intent_hypothesis_group,Available preferred-content-type intents
Q054,intent_hypothesis_group,Available preferred-content-type intents
Q055,intent_hypothesis_group,Available preferred-content-type intents
Q056,intent_hypothesis_group,Available preferred-content-type intents
Q057,intent_hypothesis_group,Available preferred-content-type intents
Q061,intent_hypothesis_group,Available preferred-content-type intents
Q062,intent_hypothesis_group,Available preferred-content-type intents
Q063,intent_hypothesis_group,Available preferred-content-type intents
Q065,intent_hypothesis_group,Available preferred-content-type intents
Q067,intent_hypothesis_group,Available preferred-content-type intents
Q069,intent_hypothesis_group,Available preferred-content-type intents
Q070,intent_hypothesis_group,Available preferred-content-type intents
Q071,intent_hypothesis_group,Available preferred-content-type intents
Q073,intent_hypothesis_group,Available preferred-content-type intents
Q075,intent_hypothesis_group,Available preferred-content-type intents
Q076,intent_hypothesis_group,Available preferred-content-type intents
Q078,intent_hypothesis_group,Available preferred-content-type intents
Q083,intent_hypothesis_group,Available preferred-content-type intents
Q085,intent_hypothesis_group,Available preferred-content-type intents
Q088,intent_hypothesis_group,Available preferred-content-type intents
Q091,intent_hypothesis_group,Available preferred-content-type intents
Q094,intent_hypothesis_group,Available preferred-content-type intents
Q097,intent_hypothesis_group,Available preferred-content-type intents
Q098,intent_hypothesis_group,Available preferred-content-type intents
Q099,intent_hypothesis_group,Available preferred-content-type intents
Q101,intent_hypothesis_group,Available preferred-content-type intents
Q102,intent_hypothesis_group,Available preferred-content-type intents
Q104,intent_hypothesis_group,Available preferred-content-type intents
Q105,intent_hypothesis_group,Available preferred-content-type intents
Q106,intent_hypothesis_group,Available preferred-content-type intents
Q108,intent_hypothesis_group,Available preferred-content-type intents
Q109,intent_hypothesis_group,Available preferred-content-type intents
Q110,intent_hypothesis_group,Available preferred-content-type intents
Q111,intent_hypothesis_group,Available preferred-content-type intents
Q112,intent_hypothesis_group,Available preferred-content-type intents
Q113,intent_hypothesis_group,Available preferred-content-type intents
Q114,intent_hypothesis_group,Available preferred-content-type intents
Q115,intent_hypothesis_group,Available preferred-content-type intents
Q118,intent_hypothesis_group,Available preferred-content-type intents
Q119,intent_hypothesis_group,Available preferred-content-type intents
Q120,intent_hypothesis_group,Available preferred-content-type intents
Q122,intent_hypothesis_group,Available preferred-content-type intents
Q125,intent_hypothesis_group,Available preferred-content-type intents
Q128,intent_hypothesis_group,Available preferred-content-type intents
Q129,intent_hypothesis_group,Available preferred-content-type intents
Q130,intent_hypothesis_group,Available preferred-content-type intents
Q131,intent_hypothesis_group,Available preferred-content-type intents
Q132,intent_hypothesis_group,Available preferred-content-type intents
Q133,intent_hypothesis_group,Available preferred-content-type intents
Q135,intent_hypothesis_group,Available preferred-content-type intents
Q138,intent_hypothesis_group,Available preferred-content-type intents
Q139,intent_hypothesis_group,Available preferred-content-type intents
Q142,intent_hypothesis_group,Available preferred-content-type intents
Q144,intent_hypothesis_group,Available preferred-content-type intents
Q145,intent_hypothesis_group,Available preferred-content-type intents
Q146,intent_hypothesis_group,Available preferred-content-type intents
Q147,intent_hypothesis_group,Available preferred-content-type intents
Q148,intent_hypothesis_group,Available preferred-content-type intents
Q150,intent_hypothesis_group,Available preferred-content-type intents
Q151,intent_hypothesis_group,Available preferred-content-type intents
Q152,intent_hypothesis_group,Available preferred-content-type intents
Q153,intent_hypothesis_group,Available preferred-content-type intents
Q154,intent_hypothesis_group,Available preferred-content-type intents
Q155,intent_hypothesis_group,Available preferred-content-type intents
Q156,intent_hypothesis_group,Available preferred-content-type intents
Q157,intent_hypothesis_group,Available preferred-content-type intents
Q159,intent_hypothesis_group,Available preferred-content-type intents
Q160,intent_hypothesis_group,Available preferred-content-type intents
Q161,intent_hypothesis_group,Available preferred-content-type intents
Q162,intent_hypothesis_group,Available preferred-content-type intents
Q163,intent_hypothesis_group,Available preferred-content-type intents
Q164,intent_hypothesis_group,Available preferred-content-type intents
Q165,intent_hypothesis_group,Available preferred-content-type intents
Q168,intent_hypothesis_group,Available preferred-content-type intents
Q170,intent_hypothesis_group,Available preferred-content-type intents
Q173,intent_hypothesis_group,Available preferred-content-type intents
Q175,intent_hypothesis_group,Available preferred-content-type intents
Q176,intent_hypothesis_group,Available preferred-content-type intents
Q177,intent_hypothesis_group,Available preferred-content-type intents
Q180,intent_hypothesis_group,Available preferred-content-type intents
Q181,intent_hypothesis_group,Available preferred-content-type intents
Q182,intent_hypothesis_group,Available preferred-content-type intents
Q183,intent_hypothesis_group,Available preferred-content-type intents
Q185,intent_hypothesis_group,Available preferred-content-type intents
Q186,intent_hypothesis_group,Available preferred-content-type intents
Q187,intent_hypothesis_group,Available preferred-content-type intents
Q188,intent_hypothesis_group,Available preferred-content-type intents
Q189,intent_hypothesis_group,Available preferred-content-type intents
Q191,intent_hypothesis_group,Available preferred-content-type intents
Q192,intent_hypothesis_group,Available preferred-content-type intents
Q198,intent_hypothesis_group,Available preferred-content-type intents
Q199,intent_hypothesis_group,Available preferred-content-type intents
Q201,intent_hypothesis_group,Available preferred-content-type intents
Q203,intent_hypothesis_group,Available preferred-content-type intents
Q206,intent_hypothesis_group,Available preferred-content-type intents
Q207,intent_hypothesis_group,Available preferred-content-type intents
Q212,intent_hypothesis_group,Available preferred-content-type intents
Q214,intent_hypothesis_group,Available preferred-content-type intents
Q215,intent_hypothesis_group,Available preferred-content-type intents
Q216,intent_hypothesis_group,Available preferred-content-type intents
Q220,intent_hypothesis_group,Available preferred-content-type intents
Q223,intent_hypothesis_group,Available preferred-content-type intents
Q224,intent_hypothesis_group,Available preferred-content-type intents
Q227,intent_hypothesis_group,Available preferred-content-type intents
Q228,intent_hypothesis_group,Available preferred-content-type intents
Q230,intent_hypothesis_group,Available preferred-content-type intents
Q231,intent_hypothesis_group,Available preferred-content-type intents
Q232,intent_hypothesis_group,Available preferred-content-type intents
Q233,intent_hypothesis_group,Available preferred-content-type intents
Q235,intent_hypothesis_group,Available preferred-content-type intents
Q238,intent_hypothesis_group,Available preferred-content-type intents
Q239,intent_hypothesis_group,Available preferred-content-type intents
Q240,intent_hypothesis_group,Available preferred-content-type intents
Q241,intent_hypothesis_group,Available preferred-content-type intents
Q242,intent_hypothesis_group,Available preferred-content-type intents
Q243,intent_hypothesis_group,Available preferred-content-type intents
Q244,intent_hypothesis_group,Available preferred-content-type intents
Q248,intent_hypothesis_group,Available preferred-content-type intents
Q249,intent_hypothesis_group,Available preferred-content-type intents
Q250,intent_hypothesis_group,Available preferred-content-type intents
Q252,intent_hypothesis_group,Available preferred-content-type intents
Q253,intent_hypothesis_group,Available preferred-content-type intents
Q255,intent_hypothesis_group,Available preferred-content-type intents
Q262,intent_hypothesis_group,Available preferred-content-type intents
Q263,intent_hypothesis_group,Available preferred-content-type intents
Q264,intent_hypothesis_group,Available preferred-content-type intents
Q265,intent_hypothesis_group,Available preferred-content-type intents
Q267,intent_hypothesis_group,Available preferred-content-type intents
Q269,intent_hypothesis_group,Available preferred-content-type intents
Q270,intent_hypothesis_group,Available preferred-content-type intents
Q273,intent_hypothesis_group,Available preferred-content-type intents
Q277,intent_hypothesis_group,Available preferred-content-type intents
Q282,intent_hypothesis_group,Available preferred-content-type intents
Q284,intent_hypothesis_group,Available preferred-content-type intents
Q285,intent_hypothesis_group,Available preferred-content-type intents
Q287,intent_hypothesis_group,Available preferred-content-type intents
Q288,intent_hypothesis_group,Available preferred-content-type intents
Q289,intent_hypothesis_group,Available preferred-content-type intents
Q292,intent_hypothesis_group,Available preferred-content-type intents
Q294,intent_hypothesis_group,Available preferred-content-type intents
Q299,intent_hypothesis_group,Available preferred-content-type intents
Q300,intent_hypothesis_group,Available preferred-content-type intents
Q302,intent_hypothesis_group,Available preferred-content-type intents
Q306,intent_hypothesis_group,Available preferred-content-type intents
Q307,intent_hypothesis_group,Available preferred-content-type intents
Q309,intent_hypothesis_group,Available preferred-content-type intents
Q313,intent_hypothesis_group,Available preferred-content-type intents
Q315,intent_hypothesis_group,Available preferred-content-type intents
Q316,intent_hypothesis_group,Available preferred-content-type intents
Q317,intent_hypothesis_group,Available preferred-content-type intents
Q318,intent_hypothesis_group,Available preferred-content-type intents
Q319,intent_hypothesis_group,Available preferred-content-type intents
Q320,intent_hypothesis_group,Available preferred-content-type intents
Q321,intent_hypothesis_group,Available preferred-content-type intents
Q322,intent_hypothesis_group,Available preferred-content-type intents
