query_id,liang_final_intent,liang_top_probability,liang_second_intent,liang_second_probability,liang_probability_margin,attention_semantic,attention_sentence_tfidf,attention_class_centroid_tfidf,weak_anchor_label,used_as_weak_anchor,probability_management___treatment_selection,probability_dosing___administration,probability_safety___contraindication,probability_interaction___combination,probability_comparative_treatment_choice,probability_monitoring___response___risk_assessment,probability_efficacy___outcomes,probability_guideline___evidence_lookup,probability_treatment_change___escalation,probability_prophylaxis___maintenance,probability_mechanism___background_knowledge
Q276,Monitoring / Response / Risk Assessment,0.9854785,Safety / Contraindication,0.006436455,0.97904205,0.06933048,0.14198625,0.7886833,Monitoring / Response / Risk Assessment,True,0.00040784042,7.76619e-05,0.006436455,0.00038513963,0.0009845658,0.9854785,0.0002085844,0.0031146058,0.000685258,0.00088724867,0.0013339646
Q277,Dosing / Administration,0.9290329,Safety / Contraindication,0.028950522,0.9000824,0.23898493,0.3060625,0.45495266,Dosing / Administration,True,0.0017207923,0.9290329,0.028950522,0.0039640944,0.004264655,0.0003087001,0.002007983,0.00048359288,0.0061528217,0.022316057,0.0007978815
Q278,Treatment Change / Escalation,0.99029225,Dosing / Administration,0.0043945983,0.98589766,0.046095613,0.3221867,0.63171774,Treatment Change / Escalation,True,0.00045609317,0.0043945983,0.0016847509,0.00035322265,0.00026988643,0.00047705002,6.0274444e-05,0.00081861607,0.99029225,0.0009352023,0.00025818992
Q279,Prophylaxis / Maintenance,0.98110205,Dosing / Administration,0.0068763373,0.9742257,0.0927259,0.65266055,0.2546135,Prophylaxis / Maintenance,True,0.00047711443,0.0068763373,0.004561182,0.0002038534,0.0012674354,0.0014874511,0.0005453847,0.0005784802,0.00091132114,0.98110205,0.0019893555
Q280,Management / Treatment Selection,0.984469,Guideline / Evidence Lookup,0.008368756,0.97610027,0.0488273,0.14333789,0.8078348,Management / Treatment Selection,True,0.984469,0.00045869395,0.00084554404,0.001505146,0.00046605823,0.0009946771,0.00046399934,0.008368756,0.00047666932,0.0008606629,0.0010907843
Q281,Mechanism / Background Knowledge,0.9610921,Prophylaxis / Maintenance,0.008824999,0.9522671,0.14974128,0.42445752,0.42580116,Mechanism / Background Knowledge,True,0.0034623244,0.0033220772,0.0039274776,0.0016313721,0.0010819362,0.006173529,0.0014241693,0.002710104,0.0063499655,0.008824999,0.9610921
Q282,Safety / Contraindication,0.5525787,Guideline / Evidence Lookup,0.079473436,0.47310525,0.07723351,0.32424957,0.5985169,Safety / Contraindication,True,0.06459649,0.018344155,0.5525787,0.039225895,0.027494866,0.04471192,0.05061078,0.079473436,0.010153547,0.04016604,0.072644226
Q283,Monitoring / Response / Risk Assessment,0.97772866,Safety / Contraindication,0.009149787,0.9685789,0.09599276,0.13766247,0.7663448,Monitoring / Response / Risk Assessment,True,0.0009847793,0.000100371835,0.009149787,0.0004714144,0.00095264567,0.97772866,0.00025147424,0.005281346,0.0006044059,0.0010055065,0.0034696083
Q284,Monitoring / Response / Risk Assessment,0.890431,Safety / Contraindication,0.05327918,0.8371518,0.15212123,0.14367965,0.70419914,Safety / Contraindication,True,0.0068379124,0.00059416913,0.05327918,0.0024491253,0.0041898075,0.890431,0.0017557619,0.019456545,0.0018665736,0.0032776715,0.015862267
Q285,Comparative Treatment Choice,0.98690945,Safety / Contraindication,0.0047784615,0.982131,0.021289317,0.85115695,0.12755372,Comparative Treatment Choice,True,0.00065552985,0.0025432212,0.0047784615,0.00046613917,0.98690945,0.000643919,0.00023063968,0.00030668004,0.00091201585,0.0024213549,0.00013267493
Q286,Prophylaxis / Maintenance,0.98110205,Dosing / Administration,0.0068763373,0.9742257,0.0927259,0.65266055,0.2546135,Prophylaxis / Maintenance,True,0.00047711443,0.0068763373,0.004561182,0.0002038534,0.0012674354,0.0014874511,0.0005453847,0.0005784802,0.00091132114,0.98110205,0.0019893555
Q287,Guideline / Evidence Lookup,0.91655445,Management / Treatment Selection,0.03650859,0.8800459,0.097233236,0.4615992,0.44116762,Guideline / Evidence Lookup,True,0.03650859,0.0023182326,0.004386108,0.004785369,0.0019568186,0.018150568,0.0024992062,0.91655445,0.0066025658,0.0051293494,0.0011087565
Q288,Safety / Contraindication,0.6357328,Interaction / Combination,0.27355102,0.3621818,0.06671201,0.22107074,0.71221733,Safety / Contraindication,True,0.0083866725,0.03204383,0.6357328,0.27355102,0.005269586,0.006473513,0.011612708,0.008639095,0.004732581,0.010511953,0.0030461776
Q289,Safety / Contraindication,0.4391546,Dosing / Administration,0.335014,0.10414061,0.15489729,0.30920076,0.53590196,Safety / Contraindication,True,0.0048387554,0.335014,0.4391546,0.038075186,0.024456041,0.0063779387,0.011414817,0.004672182,0.06931115,0.0636431,0.003042248
Q290,Monitoring / Response / Risk Assessment,0.97772866,Safety / Contraindication,0.009149787,0.9685789,0.09599276,0.13766247,0.7663448,Monitoring / Response / Risk Assessment,True,0.0009847793,0.000100371835,0.009149787,0.0004714144,0.00095264567,0.97772866,0.00025147424,0.005281346,0.0006044059,0.0010055065,0.0034696083
Q291,Management / Treatment Selection,0.9814245,Guideline / Evidence Lookup,0.009684746,0.97173977,0.03338315,0.14605094,0.8205659,Management / Treatment Selection,True,0.9814245,0.00049176865,0.0010268235,0.0015377895,0.00048124185,0.0015512715,0.00048477884,0.009684746,0.000521117,0.0012434149,0.0015526279
Q292,Comparative Treatment Choice,0.9547989,Safety / Contraindication,0.02149563,0.93330324,0.04129908,0.8265778,0.13212314,Comparative Treatment Choice,True,0.0012964542,0.0047185915,0.02149563,0.00095794443,0.9547989,0.0025487514,0.0042997077,0.0010125812,0.0017056195,0.0064960876,0.0006698806
Q293,Treatment Change / Escalation,0.93789786,Dosing / Administration,0.030666366,0.9072315,0.051295042,0.22648612,0.7222189,Treatment Change / Escalation,True,0.0019218964,0.030666366,0.014545687,0.0023232459,0.0024792012,0.0025215242,0.00026023464,0.003023732,0.93789786,0.003906262,0.00045399406
Q294,Dosing / Administration,0.91047275,Safety / Contraindication,0.041970864,0.8685019,0.11794164,0.30305544,0.5790029,Dosing / Administration,True,0.0007902704,0.91047275,0.041970864,0.004909365,0.0052201394,0.00039273326,0.0006085273,0.00031913552,0.011753359,0.023253744,0.0003091108
Q295,Treatment Change / Escalation,0.9863862,Dosing / Administration,0.006705008,0.9796812,0.03939372,0.30122343,0.6593829,Treatment Change / Escalation,True,0.0005512554,0.006705008,0.002524249,0.00066998013,0.00034643078,0.00059008424,5.5899392e-05,0.0009023163,0.9863862,0.0010458053,0.00022271417
Q296,Treatment Change / Escalation,0.93789786,Dosing / Administration,0.030666366,0.9072315,0.051295042,0.22648612,0.7222189,Treatment Change / Escalation,True,0.0019218964,0.030666366,0.014545687,0.0023232459,0.0024792012,0.0025215242,0.00026023464,0.003023732,0.93789786,0.003906262,0.00045399406
Q297,Management / Treatment Selection,0.9829118,Guideline / Evidence Lookup,0.013525843,0.969386,0.050409865,0.0926105,0.85697955,Management / Treatment Selection,True,0.9829118,0.00019619624,0.00036702343,0.0012430146,0.00023715489,0.0004177022,0.00019870687,0.013525843,0.0002375193,0.00033036474,0.000334643
Q298,Treatment Change / Escalation,0.99038905,Dosing / Administration,0.00490377,0.98548526,0.037377242,0.31200257,0.65062016,Treatment Change / Escalation,True,0.00033171865,0.00490377,0.0018043661,0.00022721417,0.00026717584,0.000397814,3.8790327e-05,0.0006184458,0.99038905,0.00085334206,0.00016830495
Q299,Dosing / Administration,0.9290329,Safety / Contraindication,0.028950522,0.9000824,0.23898493,0.3060625,0.45495266,Dosing / Administration,True,0.0017207923,0.9290329,0.028950522,0.0039640944,0.004264655,0.0003087001,0.002007983,0.00048359288,0.0061528217,0.022316057,0.0007978815
Q300,Safety / Contraindication,0.44045463,Dosing / Administration,0.29738855,0.14306608,0.14121625,0.21273483,0.6460489,Safety / Contraindication,True,0.00814222,0.29738855,0.44045463,0.18974975,0.012806853,0.0025349953,0.008929113,0.0040793275,0.00812362,0.025734415,0.0020566073
Q301,Monitoring / Response / Risk Assessment,0.9854785,Safety / Contraindication,0.006436455,0.97904205,0.06933048,0.14198625,0.7886833,Monitoring / Response / Risk Assessment,True,0.00040784042,7.76619e-05,0.006436455,0.00038513963,0.0009845658,0.9854785,0.0002085844,0.0031146058,0.000685258,0.00088724867,0.0013339646
Q302,Dosing / Administration,0.91047275,Safety / Contraindication,0.041970864,0.8685019,0.11794164,0.30305544,0.5790029,Dosing / Administration,True,0.0007902704,0.91047275,0.041970864,0.004909365,0.0052201394,0.00039273326,0.0006085273,0.00031913552,0.011753359,0.023253744,0.0003091108
Q303,Management / Treatment Selection,0.9139531,Guideline / Evidence Lookup,0.07021824,0.84373486,0.036884844,0.17585123,0.78726393,Management / Treatment Selection,True,0.9139531,0.0006008318,0.0025975087,0.0024557821,0.0013327209,0.0030144895,0.00078517833,0.07021824,0.0008576804,0.0012937404,0.0028907296
Q304,Prophylaxis / Maintenance,0.9632334,Dosing / Administration,0.010901309,0.9523321,0.12038701,0.5232157,0.35639727,Prophylaxis / Maintenance,True,0.0006509863,0.010901309,0.009520922,0.000336963,0.0011700969,0.0024610902,0.0039022209,0.0012607283,0.0024832888,0.9632334,0.0040791
Q305,Management / Treatment Selection,0.9559435,Interaction / Combination,0.01427071,0.9416728,0.02353667,0.07813453,0.89832884,Management / Treatment Selection,True,0.9559435,0.0040165875,0.0051689963,0.01427071,0.0021750117,0.0008567011,0.00021904917,0.010258207,0.0057281773,0.0010855532,0.00027743884
Q306,Interaction / Combination,0.9626987,Safety / Contraindication,0.009370143,0.95332855,0.06538383,0.18824223,0.74637395,Interaction / Combination,True,0.008530338,0.006540643,0.009370143,0.9626987,0.00097435556,0.0015421888,0.00054250297,0.0043423628,0.002088398,0.0017085907,0.0016617355
Q307,Safety / Contraindication,0.73063,Efficacy / Outcomes,0.05275428,0.6778757,0.21928418,0.19392462,0.5867912,Safety / Contraindication,True,0.042467862,0.015543464,0.73063,0.036064792,0.015563455,0.022194685,0.05275428,0.03814801,0.005654433,0.01356263,0.02741628
Q308,Management / Treatment Selection,0.9922599,Guideline / Evidence Lookup,0.0044456623,0.98781425,0.027487233,0.08980249,0.88271034,Management / Treatment Selection,True,0.9922599,0.00019683484,0.00035246095,0.0011323083,0.00019055484,0.00030993647,0.00018260373,0.0044456623,0.00018621984,0.0003170644,0.0004264666
Q309,Efficacy / Outcomes,0.9887477,Safety / Contraindication,0.0054166606,0.9833311,0.32741308,0.2560794,0.4165075,Efficacy / Outcomes,True,0.0004406123,0.0009160599,0.0054166606,0.00031277363,0.00017508688,0.000457426,0.9887477,0.0012014321,0.00025081233,0.0015783312,0.00050305855
Q310,Management / Treatment Selection,0.93243223,Guideline / Evidence Lookup,0.024508614,0.90792364,0.030090656,0.18426797,0.7856414,Management / Treatment Selection,True,0.93243223,0.0010738596,0.0036142927,0.0019878165,0.0012471034,0.007295309,0.0017200607,0.024508614,0.001036266,0.011681219,0.013403061
Q311,Treatment Change / Escalation,0.99019414,Dosing / Administration,0.0041230964,0.98607105,0.063120574,0.26901764,0.6678618,Treatment Change / Escalation,True,0.00062880805,0.0041230964,0.0015642243,0.00033722428,0.0002891673,0.00042371365,7.109106e-05,0.0011110898,0.99019414,0.0010504981,0.0002068942
Q312,Prophylaxis / Maintenance,0.98185766,Dosing / Administration,0.0056586284,0.97619903,0.10218652,0.6636613,0.23415214,Prophylaxis / Maintenance,True,0.00026789977,0.0056586284,0.0038981976,0.00013537068,0.0007915965,0.0014179507,0.00039673716,0.0003729436,0.00089366414,0.98185766,0.0043093925
Q313,Guideline / Evidence Lookup,0.9326238,Management / Treatment Selection,0.033688597,0.8989352,0.09947687,0.3768578,0.52366537,Guideline / Evidence Lookup,True,0.033688597,0.0019277667,0.0034863264,0.005157698,0.0019262672,0.009662211,0.0014769499,0.9326238,0.0064983875,0.0029824795,0.00056946
Q314,Treatment Change / Escalation,0.99218833,Dosing / Administration,0.0035329384,0.9886554,0.049029365,0.3188914,0.63207924,Treatment Change / Escalation,True,0.00037003463,0.0035329384,0.0013499956,0.00018100263,0.00024305518,0.00041107825,4.3860993e-05,0.0007197344,0.99218833,0.0007478613,0.00021198983
Q315,Guideline / Evidence Lookup,0.9235269,Management / Treatment Selection,0.04130912,0.88221776,0.2501193,0.2496417,0.500239,Guideline / Evidence Lookup,True,0.04130912,0.0015035046,0.0029204616,0.0029871732,0.001616497,0.013263163,0.0034313772,0.9235269,0.005434125,0.0032424238,0.00076531706
Q316,Comparative Treatment Choice,0.9871715,Safety / Contraindication,0.0046370034,0.98253447,0.021237668,0.8594299,0.119332485,Comparative Treatment Choice,True,0.0006632035,0.0024613484,0.0046370034,0.00046102202,0.9871715,0.00064344006,0.00023193938,0.00030956455,0.0008884729,0.0023991433,0.00013340388
Q317,Efficacy / Outcomes,0.985386,Safety / Contraindication,0.007339046,0.97804695,0.25569043,0.34933466,0.39497498,Efficacy / Outcomes,True,0.00062200014,0.0010590008,0.007339046,0.0004650272,0.00034547818,0.0006852665,0.985386,0.0015773235,0.00031874055,0.0015134864,0.0006884901
Q318,Comparative Treatment Choice,0.9547989,Safety / Contraindication,0.02149563,0.93330324,0.04129908,0.8265778,0.13212314,Comparative Treatment Choice,True,0.0012964542,0.0047185915,0.02149563,0.00095794443,0.9547989,0.0025487514,0.0042997077,0.0010125812,0.0017056195,0.0064960876,0.0006698806
Q319,Dosing / Administration,0.91047275,Safety / Contraindication,0.041970864,0.8685019,0.11794164,0.30305544,0.5790029,Dosing / Administration,True,0.0007902704,0.91047275,0.041970864,0.004909365,0.0052201394,0.00039273326,0.0006085273,0.00031913552,0.011753359,0.023253744,0.0003091108
Q320,Safety / Contraindication,0.8764966,Dosing / Administration,0.043379825,0.83311677,0.13966832,0.24855402,0.6117776,Safety / Contraindication,True,0.005443869,0.043379825,0.8764966,0.018467402,0.006838816,0.003130474,0.023302415,0.004060487,0.0028481008,0.013167965,0.0028641126
Q321,Interaction / Combination,0.96815825,Management / Treatment Selection,0.011496757,0.95666146,0.056410003,0.12776594,0.81582403,Interaction / Combination,True,0.011496757,0.005260282,0.008127491,0.96815825,0.0006864637,0.0007660525,0.00031749677,0.0027614604,0.00086142827,0.0008724832,0.00069178373
Q322,Dosing / Administration,0.9290329,Safety / Contraindication,0.028950522,0.9000824,0.23898493,0.3060625,0.45495266,Dosing / Administration,True,0.0017207923,0.9290329,0.028950522,0.0039640944,0.004264655,0.0003087001,0.002007983,0.00048359288,0.0061528217,0.022316057,0.0007978815
Q323,Monitoring / Response / Risk Assessment,0.58801824,Mechanism / Background Knowledge,0.12828833,0.4597299,0.054819994,0.24465396,0.7005261,Safety / Contraindication,True,0.041420955,0.003220464,0.11039248,0.010886451,0.014480125,0.58801824,0.005173361,0.07541806,0.008359887,0.014341652,0.12828833
Q324,Monitoring / Response / Risk Assessment,0.9854785,Safety / Contraindication,0.006436455,0.97904205,0.06933048,0.14198625,0.7886833,Monitoring / Response / Risk Assessment,True,0.00040784042,7.76619e-05,0.006436455,0.00038513963,0.0009845658,0.9854785,0.0002085844,0.0031146058,0.000685258,0.00088724867,0.0013339646
Q325,Prophylaxis / Maintenance,0.9632334,Dosing / Administration,0.010901309,0.9523321,0.12038701,0.5232157,0.35639727,Prophylaxis / Maintenance,True,0.0006509863,0.010901309,0.009520922,0.000336963,0.0011700969,0.0024610902,0.0039022209,0.0012607283,0.0024832888,0.9632334,0.0040791
Q326,Dosing / Administration,0.37508363,Safety / Contraindication,0.27289736,0.10218626,0.07496158,0.2319428,0.69309556,Dosing / Administration,True,0.007898822,0.37508363,0.27289736,0.06544229,0.043056898,0.008644456,0.002235305,0.006650602,0.1811591,0.035885625,0.0010459034
Q327,Interaction / Combination,0.9430835,Safety / Contraindication,0.027149757,0.9159338,0.055518784,0.17306238,0.7714188,Interaction / Combination,True,0.008334557,0.007169365,0.027149757,0.9430835,0.0010950831,0.0021870113,0.0009822141,0.004935825,0.0014888656,0.0020402197,0.0015335305
Q328,Interaction / Combination,0.9430835,Safety / Contraindication,0.027149757,0.9159338,0.055518784,0.17306238,0.7714188,Interaction / Combination,True,0.008334557,0.007169365,0.027149757,0.9430835,0.0010950831,0.0021870113,0.0009822141,0.004935825,0.0014888656,0.0020402197,0.0015335305
Q329,Management / Treatment Selection,0.984469,Guideline / Evidence Lookup,0.008368756,0.97610027,0.0488273,0.14333789,0.8078348,Management / Treatment Selection,True,0.984469,0.00045869395,0.00084554404,0.001505146,0.00046605823,0.0009946771,0.00046399934,0.008368756,0.00047666932,0.0008606629,0.0010907843
Q330,Safety / Contraindication,0.41915825,Dosing / Administration,0.3823942,0.036764055,0.075281054,0.3383302,0.5863887,Safety / Contraindication,True,0.0031189218,0.3823942,0.41915825,0.032759763,0.022015397,0.0047938107,0.009152789,0.0030827266,0.0646372,0.05715932,0.0017276556
Q331,Dosing / Administration,0.93447703,Safety / Contraindication,0.026299171,0.90817785,0.12735051,0.38163197,0.49101758,Dosing / Administration,True,0.0008006031,0.93447703,0.026299171,0.0026559276,0.003138339,0.00023807125,0.001242675,0.00025766695,0.005222585,0.025038477,0.0006294292
Q332,Management / Treatment Selection,0.9812088,Guideline / Evidence Lookup,0.009835744,0.9713731,0.02501373,0.12852103,0.8464653,Management / Treatment Selection,True,0.9812088,0.0006308346,0.001260962,0.0020752843,0.00051879784,0.0015108364,0.00023764519,0.009835744,0.0006251407,0.0012888364,0.00080716953
Q333,Safety / Contraindication,0.8592082,Dosing / Administration,0.033183865,0.82602435,0.05874096,0.28590548,0.65535355,Safety / Contraindication,True,0.006762973,0.033183865,0.8592082,0.02256075,0.017125877,0.007931219,0.0126608,0.009099881,0.008846683,0.019755568,0.0028641433
Q334,Prophylaxis / Maintenance,0.98185766,Dosing / Administration,0.0056586284,0.97619903,0.10218652,0.6636613,0.23415214,Prophylaxis / Maintenance,True,0.00026789977,0.0056586284,0.0038981976,0.00013537068,0.0007915965,0.0014179507,0.00039673716,0.0003729436,0.00089366414,0.98185766,0.0043093925
Q335,Comparative Treatment Choice,0.9871715,Safety / Contraindication,0.0046370034,0.98253447,0.021237668,0.8594299,0.119332485,Comparative Treatment Choice,True,0.0006632035,0.0024613484,0.0046370034,0.00046102202,0.9871715,0.00064344006,0.00023193938,0.00030956455,0.0008884729,0.0023991433,0.00013340388
Q336,Dosing / Administration,0.40504202,Safety / Contraindication,0.40285012,0.0021919012,0.07290639,0.33919907,0.58789456,Safety / Contraindication,True,0.0029255813,0.40504202,0.40285012,0.030697864,0.02201794,0.0042109834,0.007811221,0.0028304385,0.063002825,0.057014983,0.0015960957
Q337,Management / Treatment Selection,0.98544854,Guideline / Evidence Lookup,0.01142902,0.9740195,0.028791578,0.094718866,0.8764895,Management / Treatment Selection,True,0.98544854,0.00017248857,0.0003100344,0.0011229361,0.00020298435,0.0003560187,0.00017268721,0.01142902,0.00020276476,0.0002908651,0.00029168706
Q338,Comparative Treatment Choice,0.98690945,Safety / Contraindication,0.0047784615,0.982131,0.021289317,0.85115695,0.12755372,Comparative Treatment Choice,True,0.00065552985,0.0025432212,0.0047784615,0.00046613917,0.98690945,0.000643919,0.00023063968,0.00030668004,0.00091201585,0.0024213549,0.00013267493
Q339,Comparative Treatment Choice,0.98690945,Safety / Contraindication,0.004778459,0.982131,0.021289317,0.85115695,0.12755372,Comparative Treatment Choice,True,0.00065552985,0.0025432212,0.004778459,0.00046613917,0.98690945,0.000643919,0.00023063968,0.00030668004,0.00091201585,0.0024213537,0.00013267493
Q340,Guideline / Evidence Lookup,0.9235269,Management / Treatment Selection,0.041309107,0.88221776,0.25011933,0.2496417,0.500239,Guideline / Evidence Lookup,True,0.041309107,0.0015035046,0.0029204616,0.0029871732,0.001616497,0.013263163,0.0034313789,0.9235269,0.005434125,0.003242422,0.0007653167
Q341,Treatment Change / Escalation,0.9863862,Dosing / Administration,0.006705008,0.9796812,0.03939372,0.30122343,0.6593829,Treatment Change / Escalation,True,0.0005512554,0.006705008,0.002524249,0.00066998013,0.00034643078,0.00059008424,5.5899392e-05,0.0009023163,0.9863862,0.0010458053,0.00022271417
Q342,Dosing / Administration,0.91047275,Safety / Contraindication,0.041970864,0.8685019,0.11794164,0.30305544,0.5790029,Dosing / Administration,True,0.0007902704,0.91047275,0.041970864,0.004909365,0.0052201394,0.00039273326,0.0006085273,0.00031913552,0.011753359,0.023253744,0.0003091108
Q343,Management / Treatment Selection,0.33077404,Interaction / Combination,0.32089895,0.009875089,0.080650195,0.18073949,0.73861027,Management / Treatment Selection,True,0.33077404,0.0076254825,0.05671204,0.32089895,0.010654791,0.023187092,0.006490737,0.094143674,0.0037007309,0.007567696,0.13824484
Q344,Guideline / Evidence Lookup,0.91655445,Management / Treatment Selection,0.03650859,0.8800459,0.097233236,0.4615992,0.44116762,Guideline / Evidence Lookup,True,0.03650859,0.0023182326,0.004386108,0.004785369,0.0019568186,0.018150568,0.0024992062,0.91655445,0.0066025658,0.0051293494,0.0011087565
Q345,Monitoring / Response / Risk Assessment,0.9854785,Safety / Contraindication,0.006436455,0.97904205,0.06933048,0.14198625,0.7886833,Monitoring / Response / Risk Assessment,True,0.00040784042,7.76619e-05,0.006436455,0.00038513963,0.0009845658,0.9854785,0.0002085844,0.0031146058,0.000685258,0.00088724867,0.0013339646
Q346,Dosing / Administration,0.93447703,Safety / Contraindication,0.026299171,0.90817785,0.12735051,0.38163197,0.49101758,Dosing / Administration,True,0.0008006031,0.93447703,0.026299171,0.0026559276,0.003138339,0.00023807125,0.001242675,0.00025766695,0.005222585,0.025038477,0.0006294292
Q347,Dosing / Administration,0.9290329,Safety / Contraindication,0.028950522,0.9000824,0.23898493,0.3060625,0.45495266,Dosing / Administration,True,0.0017207923,0.9290329,0.028950522,0.0039640944,0.004264655,0.0003087001,0.002007983,0.00048359288,0.0061528217,0.022316057,0.0007978815
Q348,Safety / Contraindication,0.41915825,Dosing / Administration,0.3823942,0.036764055,0.075281054,0.3383302,0.5863887,Safety / Contraindication,True,0.0031189218,0.3823942,0.41915825,0.032759763,0.022015397,0.0047938107,0.009152789,0.0030827266,0.0646372,0.05715932,0.0017276556
Q349,Dosing / Administration,0.93178225,Safety / Contraindication,0.028436065,0.9033462,0.087837555,0.3468386,0.56532377,Dosing / Administration,True,0.00068523234,0.93178225,0.028436065,0.0035827316,0.0040662917,0.00029380608,0.00055431115,0.00027342915,0.00788193,0.022076674,0.00036729296
Q350,Interaction / Combination,0.40348408,Treatment Change / Escalation,0.21723941,0.18624467,0.06778472,0.18726723,0.744948,Treatment Change / Escalation,True,0.015831979,0.17889424,0.14233454,0.40348408,0.00658848,0.004918532,0.0022792676,0.00972685,0.21723941,0.016995147,0.001707502
Q351,Safety / Contraindication,0.6223118,Interaction / Combination,0.15301307,0.46929872,0.20804197,0.17888065,0.6130774,Safety / Contraindication,True,0.014359056,0.13143434,0.6223118,0.15301307,0.0133249825,0.0050434084,0.019892186,0.007613925,0.008399879,0.020361051,0.0042464044
Q352,Guideline / Evidence Lookup,0.91655445,Management / Treatment Selection,0.03650859,0.8800459,0.097233236,0.4615992,0.44116762,Guideline / Evidence Lookup,True,0.03650859,0.0023182326,0.004386108,0.004785369,0.0019568186,0.018150568,0.0024992062,0.91655445,0.0066025658,0.0051293494,0.0011087565
Q353,Efficacy / Outcomes,0.985386,Safety / Contraindication,0.007339046,0.97804695,0.25569043,0.34933466,0.39497498,Efficacy / Outcomes,True,0.00062200014,0.0010590008,0.007339046,0.0004650272,0.00034547818,0.0006852665,0.985386,0.0015773235,0.00031874055,0.0015134864,0.0006884901
Q354,Safety / Contraindication,0.6357328,Interaction / Combination,0.27355102,0.3621818,0.06671201,0.22107074,0.71221733,Safety / Contraindication,True,0.0083866725,0.03204383,0.6357328,0.27355102,0.005269586,0.006473513,0.011612708,0.008639095,0.004732581,0.010511953,0.0030461776
Q355,Prophylaxis / Maintenance,0.97614247,Dosing / Administration,0.008312286,0.9678302,0.056691796,0.58971846,0.3535897,Prophylaxis / Maintenance,True,0.0010076594,0.008312286,0.0053002797,0.0003323849,0.0014193803,0.00200479,0.00068693486,0.0008588521,0.0011096827,0.97614247,0.0028252876
Q356,Safety / Contraindication,0.8337688,Interaction / Combination,0.060753606,0.7730152,0.16422114,0.17961513,0.65616375,Safety / Contraindication,True,0.012534425,0.019209102,0.8337688,0.060753606,0.0061353645,0.007971484,0.029128509,0.0115424795,0.003635258,0.009745011,0.005575899
Q357,Efficacy / Outcomes,0.9887477,Safety / Contraindication,0.0054166606,0.9833311,0.32741308,0.2560794,0.4165075,Efficacy / Outcomes,True,0.0004406123,0.0009160599,0.0054166606,0.00031277363,0.00017508688,0.000457426,0.9887477,0.0012014321,0.00025081233,0.0015783312,0.00050305855
Q358,Dosing / Administration,0.9449216,Prophylaxis / Maintenance,0.024700452,0.92022115,0.17482379,0.36387566,0.46130064,Dosing / Administration,True,0.001062072,0.9449216,0.0162771,0.0025352815,0.0030233508,0.00024687662,0.0009706704,0.0003293514,0.00529106,0.024700452,0.0006421037
Q359,Dosing / Administration,0.93178225,Safety / Contraindication,0.028436065,0.9033462,0.087837555,0.3468386,0.56532377,Dosing / Administration,True,0.00068523234,0.93178225,0.028436065,0.0035827316,0.0040662917,0.00029380608,0.00055431115,0.00027342915,0.00788193,0.022076674,0.00036729296
Q360,Safety / Contraindication,0.8996977,Efficacy / Outcomes,0.024241554,0.87545615,0.095990956,0.25736856,0.6466405,Safety / Contraindication,True,0.0058549414,0.022325782,0.8996977,0.017046161,0.0052027074,0.00449807,0.024241554,0.005448874,0.0024115222,0.01051812,0.0027545074
Q361,Guideline / Evidence Lookup,0.9162629,Management / Treatment Selection,0.034911565,0.88135135,0.14817616,0.43550032,0.4163235,Guideline / Evidence Lookup,True,0.034911565,0.0022087367,0.0043680035,0.0040923,0.0017579583,0.02062618,0.0027321717,0.9162629,0.0066312333,0.005389227,0.001019641
Q362,Guideline / Evidence Lookup,0.9116215,Management / Treatment Selection,0.037935376,0.87368613,0.11819586,0.4508315,0.43097267,Guideline / Evidence Lookup,True,0.037935376,0.0024921796,0.00468606,0.00489931,0.002035645,0.019440278,0.0028539158,0.9116215,0.0073706955,0.005469092,0.0011959069
Q363,Prophylaxis / Maintenance,0.9632334,Dosing / Administration,0.010901309,0.9523321,0.12038701,0.5232157,0.35639727,Prophylaxis / Maintenance,True,0.0006509863,0.010901309,0.009520922,0.000336963,0.0011700969,0.0024610902,0.0039022209,0.0012607283,0.0024832888,0.9632334,0.0040791
Q364,Treatment Change / Escalation,0.9863862,Dosing / Administration,0.006705008,0.9796812,0.03939372,0.30122343,0.6593829,Treatment Change / Escalation,True,0.0005512554,0.006705008,0.002524249,0.00066998013,0.00034643078,0.00059008424,5.5899392e-05,0.0009023163,0.9863862,0.0010458053,0.00022271417
Q365,Safety / Contraindication,0.73063,Efficacy / Outcomes,0.05275428,0.6778757,0.21928418,0.19392462,0.5867912,Safety / Contraindication,True,0.042467862,0.015543464,0.73063,0.036064792,0.015563455,0.022194685,0.05275428,0.03814801,0.005654433,0.01356263,0.02741628
Q366,Efficacy / Outcomes,0.9887477,Safety / Contraindication,0.0054166606,0.9833311,0.32741308,0.2560794,0.4165075,Efficacy / Outcomes,True,0.0004406123,0.0009160599,0.0054166606,0.00031277363,0.00017508688,0.000457426,0.9887477,0.0012014321,0.00025081233,0.0015783312,0.00050305855
Q367,Safety / Contraindication,0.73063,Efficacy / Outcomes,0.05275428,0.6778757,0.21928418,0.19392462,0.5867912,Safety / Contraindication,True,0.042467862,0.015543464,0.73063,0.036064792,0.015563455,0.022194685,0.05275428,0.03814801,0.005654433,0.01356263,0.02741628
