query_id,query_text,language,disease_entity,icd10_code,molecule_entity,atc_code,drug_class_entity,atc_class,therapeutic_area,age_group,pregnancy_status,year,recency_flag,dose_context_flag,route,renal_function_group,hepatic_impairment_flag,comparison_flag,negation_flag,prior_treatment_failure_flag
Q393,monitoring SSRIs pada ADHD parameter apa,MIXED,ADHD,F90,Escitalopram,N06AB10,SSRIs,N06AB,Psychiatry,,,,False,False,,,False,False,False,False
Q394,Topical calcineurin inhibitors adverse effects monitoring in Psoriasis,EN,Psoriasis,L40,Tacrolimus topical,D11AH01,Topical calcineurin inhibitors,D11AH,Dermatology,,,,False,False,topical,,False,False,False,False
Q395,Vitamin A hepatic impairment dose in Stunting / Malnutrition,EN,Stunting / Malnutrition,E43,Vitamin A,A11CA01,Vitamin A,A11CA,Pediatrics,,,,False,True,,,True,False,False,False
Q396,Norepinephrine dosing in Sepsis with diabetes,EN,Sepsis,A41,Norepinephrine,C01CA03,Adrenergic agonists,C01CA,Critical Care,,,,False,True,,,False,False,False,False
Q397,Malaria risk stratification approach,EN,Malaria,B50,Tenofovir disoproxil,J05AF07,NRTIs,J05AF,Infectious Disease,,,,False,False,,,False,False,False,False
Q398,Corticosteroids terbaru untuk Sepsis 2024,MIXED,Sepsis,A41,Hydrocortisone,H02AB09,Corticosteroids,H02AB,Critical Care,,,2024,True,False,,,False,False,False,False
Q399,Beta blockers selective mechanism untuk Atrial Fibrillation bagaimana cara kerjanya,MIXED,Atrial Fibrillation,I48,Bisoprolol,C07AB07,Beta blockers selective,C07AB,Cardiology,,,,False,False,,,False,False,False,False
Q400,COPD pada anak dosis Salmeterol,ID,COPD,J44,Salmeterol,R03AC12,Long-acting beta2-agonists,R03AC,Pulmonology,pediatric,,,False,True,,,False,False,False,False
Q401,when to start Bisoprolol in Heart Failure,EN,Heart Failure,I50,Bisoprolol,C07AB07,Beta blockers selective,C07AB,Cardiology,,,,False,False,,,False,False,False,False
Q402,target Obesity sudah tercapai kapan maintenance Semaglutide,MIXED,Obesity,E66,Semaglutide,A10BJ06,GLP-1 receptor agonists,A10BJ,Endocrinology,,,,False,False,,,False,False,False,False
Q403,interaksi obat Artemether-lumefantrine dan Artemether-lumefantrine pada Typhoid Fever,ID,Typhoid Fever,A01.0,Artemether-lumefantrine; Artemether-lumefantrine,P01BF01; P01BF01,Antimalarials; Antimalarials,P01BF; P01BF,Infectious Disease,,,,False,False,,,False,False,False,False
Q404,Omeprazole loading dose Peptic Ulcer Disease emergency,EN,Peptic Ulcer Disease,K27,Omeprazole,A02BC01,Proton pump inhibitors,A02BC,Gastroenterology,,,,False,True,,,False,False,False,False
Q405,algoritma terapi Parkinson Disease step up,ID,Parkinson Disease,G20,Valproate,N03AG01,Fatty acid derivatives,N03AG,Neurology,,,,False,False,,,False,False,False,False
Q406,Ischaemic Stroke with pregnancy first line drug,EN,Ischaemic Stroke,I63,Alteplase,B01AD02,Thrombolytics,B01AD,Neurology,,pregnant,,False,False,,,False,False,False,False
Q407,Breast Cancer HER2-positive pada anak dosis Methylphenidate,ID,Breast Cancer HER2-positive,C50,Methylphenidate,N06BA04,CNS stimulants,N06BA,Oncology,pediatric,,,False,True,,,False,False,False,False
Q408,prophylaxis COPD Salmeterol kapan bisa dihentikan,MIXED,COPD,J44,Salmeterol,R03AC12,Long-acting beta2-agonists,R03AC,Pulmonology,,,,False,False,,,False,False,False,False
Q409,Spironolactone dosing in Heart Failure with obesity,EN,Heart Failure,I50,Spironolactone,C03DA01,Aldosterone antagonists,C03DA,Cardiology,,,,False,True,,,False,False,False,False
Q410,kapan mulai terapi Alteplase pada Ischaemic Stroke,ID,Ischaemic Stroke,I63,Alteplase,B01AD02,Thrombolytics,B01AD,Neurology,,,,False,False,,,False,False,False,False
Q411,Alendronate pada pasien elderly Osteoporosis apa perlu adjustment,MIXED,Osteoporosis,M81,Alendronate,M05BA04,Bisphosphonates,M05BA,Rheumatology,elderly,,,False,True,,,False,False,False,False
Q412,Aspirin long term outcomes Ischaemic Stroke,EN,Ischaemic Stroke,I63,Aspirin,B01AC06,Platelet aggregation inhibitors,B01AC,Neurology,,,,False,False,,,False,False,False,False
Q413,SNRIs terbaru untuk Major Depressive Disorder 2024,MIXED,Major Depressive Disorder,F32,Venlafaxine,N06AX16,SNRIs,N06AX,Psychiatry,,,2024,True,False,,,False,False,False,False
Q414,Stable Angina emergency Atorvastatin loading dose berapa,MIXED,Stable Angina,I20,Atorvastatin,C10AA05,Statins,C10AA,Cardiology,,,,False,True,,,False,False,False,False
Q415,latest Breast Cancer HER2-positive management guidelines 2023,EN,Breast Cancer HER2-positive,C50,Methylphenidate,N06BA04,CNS stimulants,N06BA,Oncology,,,2023,True,False,,,False,False,False,False
Q416,Urinary Tract Infection risk stratification approach,EN,Urinary Tract Infection,N39.0,Tenofovir+Lamivudine,J05AF,NRTIs combination,J05AF,Infectious Disease,,,,False,False,,,False,False,False,False
Q417,Venlafaxine vs Venlafaxine untuk Major Depressive Disorder,ID,Major Depressive Disorder,F32,Venlafaxine; Venlafaxine,N06AX16; N06AX16,SNRIs; SNRIs,N06AX; N06AX,Psychiatry,,,,False,False,,,False,True,False,False
Q418,monitoring Xanthine oxidase inhibitors pada Psoriatic Arthritis parameter apa,MIXED,Psoriatic Arthritis,M07,Allopurinol,M04AA01,Xanthine oxidase inhibitors,M04AA,Rheumatology,,,,False,False,,,False,False,False,False
Q419,add on therapy Systemic Lupus Erythematosus after Methotrexate failure,EN,Systemic Lupus Erythematosus,M32,Methotrexate,L04AX03,Antimetabolites,L04AX,Rheumatology,,,,False,False,,,False,False,False,True
Q420,Atrial Fibrillation pada anak dosis Metoprolol,ID,Atrial Fibrillation,I48,Metoprolol,C07AB02,Beta blockers selective,C07AB,Cardiology,pediatric,,,False,True,,,False,False,False,False
Q421,Bisoprolol loading dose Heart Failure emergency,EN,Heart Failure,I50,Bisoprolol,C07AB07,Beta blockers selective,C07AB,Cardiology,,,,False,True,,,False,False,False,False
Q422,kapan start Rivaroxaban di Deep Vein Thrombosis evidence terbaru terbaru,MIXED,Deep Vein Thrombosis,I82,Rivaroxaban,B01AF01,Factor Xa inhibitors,B01AF,Haematology,,,,True,False,,,False,False,False,False
Q423,prophylaxis Hypertension in Pregnancy Methyldopa kapan bisa dihentikan,MIXED,Hypertension in Pregnancy,O10,Methyldopa,C02AB01,Centrally acting antihypertensives,C02AB,Obstetrics,,pregnant,,False,False,,,False,False,False,False
Q424,monitoring parameters Prednisolone in COPD,EN,COPD,J44,Prednisolone,H02AB06,Corticosteroids,H02AB,Pulmonology,,,,False,False,,,False,False,False,False
Q425,target Urinary Tract Infection sudah tercapai kapan maintenance Tenofovir+Lamivudine,MIXED,Urinary Tract Infection,N39.0,Tenofovir+Lamivudine,J05AF,NRTIs combination,J05AF,Infectious Disease,,,,False,False,,,False,False,False,False
Q426,target Psoriasis sudah tercapai kapan maintenance Dupilumab,MIXED,Psoriasis,L40,Dupilumab,D11AH05,IL-4/IL-13 inhibitors,D11AH,Dermatology,,,,False,False,,,False,False,False,False
Q427,kontraindikasi Lansoprazole pada Pulmonary Embolism dengan renal impairment,MIXED,Pulmonary Embolism,I26,Lansoprazole,A02BC03,Proton pump inhibitors,A02BC,Pulmonology,,,,False,False,,renal_impairment,False,False,False,False
Q428,penggantian Sertraline ke Venlafaxine pada Major Depressive Disorder,ID,Major Depressive Disorder,F32,Sertraline; Venlafaxine,N06AB06; N06AX16,SSRIs; SNRIs,N06AB; N06AX,Psychiatry,,,,False,False,,,False,False,False,False
Q429,dosis Dupilumab untuk pasien Disseminated Intravascular Coagulation,ID,Disseminated Intravascular Coagulation,D65,Dupilumab,D11AH05,IL-4/IL-13 inhibitors,D11AH,Critical Care,,,,False,True,,,False,False,False,False
Q430,Major Depressive Disorder dengan renal impairment penyesuaian dosis Venlafaxine,MIXED,Major Depressive Disorder,F32,Venlafaxine,N06AX16,SNRIs,N06AX,Psychiatry,,,,False,True,,renal_impairment,False,False,False,False
Q431,Proton pump inhibitors kontraindikasi pada Peptic Ulcer Disease dengan anaemia,ID,Peptic Ulcer Disease,K27,Omeprazole,A02BC01,Proton pump inhibitors,A02BC,Gastroenterology,,,,False,False,,,False,False,False,False
Q432,Semaglutide combination therapy Obesity,EN,Obesity,E66,Semaglutide,A10BJ06,GLP-1 receptor agonists,A10BJ,Endocrinology,,,,False,False,,,False,False,False,False
Q433,monitoring parameters Losartan in Chronic Kidney Disease,EN,Chronic Kidney Disease,N18,Losartan,C09CA01,ARBs,C09CA,Nephrology,,,,False,False,,,False,False,False,False
Q434,Rosuvastatin contraindication in Acute Coronary Syndrome with anaemia,EN,Acute Coronary Syndrome,I24,Rosuvastatin,C10AA07,Statins,C10AA,Cardiology,,,,False,False,,,False,False,False,False
Q435,Artemether-lumefantrine hepatic impairment dose in Typhoid Fever,EN,Typhoid Fever,A01.0,Artemether-lumefantrine,P01BF01,Antimalarials,P01BF,Infectious Disease,,,,False,True,,,True,False,False,False
Q436,Dupilumab vs Cyclosporine untuk pasien Psoriasis mana lebih efektif,MIXED,Psoriasis,L40,Dupilumab; Cyclosporine,D11AH05; L04AD01,IL-4/IL-13 inhibitors; Calcineurin inhibitors,D11AH; L04AD,Dermatology,,,,False,False,,,False,True,False,False
Q437,Parkinson Disease with elderly patients first line drug,EN,Parkinson Disease,G20,Levodopa-carbidopa,N04BA02,Dopaminergic agents,N04BA,Neurology,elderly,,,False,False,,,False,False,False,False
Q438,Schizophrenia emergency Risperidone loading dose berapa,MIXED,Schizophrenia,F20,Risperidone,N05AX08,Atypical antipsychotics,N05AX,Psychiatry,,,,False,True,,,False,False,False,False
Q439,Secukinumab loading dose Disseminated Intravascular Coagulation emergency,EN,Disseminated Intravascular Coagulation,D65,Secukinumab,L04AC10,IL-17 inhibitors,L04AC,Critical Care,,,,False,True,,,False,False,False,False
Q440,Atrial Fibrillation risk stratification approach,EN,Atrial Fibrillation,I48,Dapagliflozin,A10BK01,SGLT2 inhibitors,A10BK,Cardiology,,,,False,False,,,False,False,False,False
Q441,Atorvastatin hepatic impairment dose in Stable Angina,EN,Stable Angina,I20,Atorvastatin,C10AA05,Statins,C10AA,Cardiology,,,,False,True,,,True,False,False,False
Q442,add on Prednisolone setelah Tiotropium gagal COPD,MIXED,COPD,J44,Prednisolone; Tiotropium,H02AB06; R03BB04,Corticosteroids; Long-acting antimuscarinics,H02AB; R03BB,Pulmonology,,,,False,False,,,False,False,False,True
Q443,prophylaxis Schizophrenia Risperidone kapan bisa dihentikan,MIXED,Schizophrenia,F20,Risperidone,N05AX08,Atypical antipsychotics,N05AX,Psychiatry,,,,False,False,,,False,False,False,False
Q444,Rivaroxaban hepatic impairment dose in Community-acquired Pneumonia,EN,Community-acquired Pneumonia,J18,Rivaroxaban,B01AF01,Factor Xa inhibitors,B01AF,Pulmonology,,,,False,True,,,True,False,False,False
Q445,indikasi Losartan pada Heart Failure guideline terbaru,MIXED,Heart Failure,I50,Losartan,C09CA01,ARBs,C09CA,Cardiology,,,,True,False,,,False,False,False,False
Q446,Type 1 Diabetes Mellitus dengan pregnancy pilihan terapi,ID,Type 1 Diabetes Mellitus,E10,Insulin degludec,A10AE06,Basal insulins,A10AE,Endocrinology,,pregnant,,False,False,,,False,False,False,False
Q447,Lansoprazole vs Metronidazole untuk Pulmonary Embolism,ID,Pulmonary Embolism,I26,Lansoprazole; Metronidazole,A02BC03; J01XD01,Proton pump inhibitors; Nitroimidazoles,A02BC; J01XD,Pulmonology,,,,False,False,,,False,True,False,False
Q448,Pembrolizumab vs Pembrolizumab untuk pasien Non-Small Cell Lung Cancer mana lebih efektif,MIXED,Non-Small Cell Lung Cancer,C34,Pembrolizumab; Pembrolizumab,L01FF02; L01FF02,PD-1 inhibitors; PD-1 inhibitors,L01FF; L01FF,Oncology,,,,False,False,,,False,True,False,False
Q449,Beta-lactam combinations mechanism of action in Sepsis,EN,Sepsis,A41,Piperacillin-tazobactam,J01CR05,Beta-lactam combinations,J01CR,Critical Care,,,,False,False,,,False,False,False,False
Q450,kontraindikasi Liraglutide pada Type 2 Diabetes Mellitus dengan CKD,MIXED,Type 2 Diabetes Mellitus,E11,Liraglutide,A10BJ02,GLP-1 receptor agonists,A10BJ,Endocrinology,,,,False,False,,,False,False,False,False
Q451,Colorectal Cancer prophylaxis Pembrolizumab indication,EN,Colorectal Cancer,C18,Pembrolizumab,L01FF02,PD-1 inhibitors,L01FF,Oncology,,,,False,False,,,False,False,False,False
Q452,Prednisolone combination therapy Rheumatoid Arthritis,EN,Rheumatoid Arthritis,M05,Prednisolone,H02AB06,Corticosteroids,H02AB,Rheumatology,,,,False,False,,,False,False,False,False
Q453,Topiramate pada pasien elderly Migraine apa perlu adjustment,MIXED,Migraine,G43,Topiramate,N03AX11,Antiepileptics other,N03AX,Neurology,elderly,,,False,True,,,False,False,False,False
Q454,switch dari Meropenem ke Vancomycin Sepsis progresif,MIXED,Sepsis,A41,Meropenem; Vancomycin,J01DH02; J01XA01,Carbapenems; Glycopeptides,J01DH; J01XA,Critical Care,,,,False,False,,,False,False,False,False
Q455,obat Typhoid Fever lini pertama Antimalarials,ID,Typhoid Fever,A01.0,Artemether-lumefantrine,P01BF01,Antimalarials,P01BF,Infectious Disease,,,,False,False,,,False,False,False,False
Q456,kapan start Zinc di Stunting / Malnutrition evidence terbaru 2023,MIXED,Stunting / Malnutrition,E43,Zinc,A12CB01,Zinc supplements,A12CB,Pediatrics,,,2023,True,False,,,False,False,False,False
Q457,is Nivolumab safe in Non-Small Cell Lung Cancer with atrial fibrillation,EN,Non-Small Cell Lung Cancer,C34,Nivolumab,L01FF01,PD-1 inhibitors,L01FF,Oncology,,,,False,False,,,False,False,False,False
Q458,NRTIs mechanism of action in Malaria,EN,Malaria,B50,Tenofovir disoproxil,J05AF07,NRTIs,J05AF,Infectious Disease,,,,False,False,,,False,False,False,False
Q459,prophylaxis Gout Adalimumab kapan bisa dihentikan,MIXED,Gout,M10,Adalimumab,L04AB04,TNF inhibitors,L04AB,Rheumatology,,,,False,False,,,False,False,False,False
Q460,Sepsis guideline update terbaru summary,EN,Sepsis,A41,Meropenem,J01DH02,Carbapenems,J01DH,Critical Care,,,,True,False,,,False,False,False,False
Q461,is Semaglutide safe in Type 2 Diabetes Mellitus with COPD,EN,Type 2 Diabetes Mellitus,E11,Semaglutide,A10BJ06,GLP-1 receptor agonists,A10BJ,Endocrinology,,,,False,False,,,False,False,False,False
Q462,Aspirin combination therapy Ischaemic Stroke,EN,Ischaemic Stroke,I63,Aspirin,B01AC06,Platelet aggregation inhibitors,B01AC,Neurology,,,,False,False,,,False,False,False,False
Q463,Tuberculosis with renal impairment first line drug,EN,Tuberculosis,A15,Rifampicin,J04AB02,Antituberculotics,J04AB,Pulmonology,,,,False,False,,renal_impairment,False,False,False,False
Q464,kontraindikasi Semaglutide pada Obesity dengan diabetes,MIXED,Obesity,E66,Semaglutide,A10BJ06,GLP-1 receptor agonists,A10BJ,Endocrinology,,,,False,False,,,False,False,False,False
Q465,Hypertension prophylaxis Ramipril indication,EN,Hypertension,I10,Ramipril,C09AA05,ACE inhibitors,C09AA,Cardiology,,,,False,False,,,False,False,False,False
Q466,panduan klinis Major Depressive Disorder terbaru,ID,Major Depressive Disorder,F32,Sertraline,N06AB06,SSRIs,N06AB,Psychiatry,,,,True,False,,,False,False,False,False
Q467,Artemether-lumefantrine side effect pada pasien Typhoid Fever apa saja,MIXED,Typhoid Fever,A01.0,Artemether-lumefantrine,P01BF01,Antimalarials,P01BF,Infectious Disease,,,,False,False,,,False,False,False,False
Q468,Systemic Lupus Erythematosus prophylaxis Methotrexate indication,EN,Systemic Lupus Erythematosus,M32,Methotrexate,L04AX03,Antimetabolites,L04AX,Rheumatology,,,,False,False,,,False,False,False,False
Q469,indikasi Bedaquiline pada MDR Tuberculosis guideline terbaru,MIXED,MDR Tuberculosis,A15.0,Bedaquiline,J04AK05,Antituberculotics,J04AK,Pulmonology,,,,True,False,,,False,False,False,False
Q470,HIV/AIDS pada anak dosis Amoxicillin,ID,HIV/AIDS,B20,Amoxicillin,J01CA04,Penicillins,J01CA,Infectious Disease,pediatric,,,False,True,,,False,False,False,False
Q471,monitoring terapi Venlafaxine pada Major Depressive Disorder,ID,Major Depressive Disorder,F32,Venlafaxine,N06AX16,SNRIs,N06AX,Psychiatry,,,,False,False,,,False,False,False,False
Q472,ARBs mechanism untuk Hypertension bagaimana cara kerjanya,MIXED,Hypertension,I10,Losartan,C09CA01,ARBs,C09CA,Cardiology,,,,False,False,,,False,False,False,False
Q473,Tenofovir+Lamivudine efficacy pada Urinary Tract Infection clinical outcome data,MIXED,Urinary Tract Infection,N39.0,Tenofovir+Lamivudine,J05AF,NRTIs combination,J05AF,Infectious Disease,,,,False,False,,,False,False,False,False
Q474,Antituberculotics mechanism untuk Tuberculosis bagaimana cara kerjanya,MIXED,Tuberculosis,A15,Rifampicin,J04AB02,Antituberculotics,J04AB,Pulmonology,,,,False,False,,,False,False,False,False
Q475,Vitamin K antagonists kontraindikasi pada Deep Vein Thrombosis dengan heart failure,ID,Deep Vein Thrombosis,I82,Warfarin,B01AA03,Vitamin K antagonists,B01AA,Haematology,,,,False,False,,,False,False,False,False
Q476,Bortezomib vs Prednisolone untuk Rheumatoid Arthritis,ID,Rheumatoid Arthritis,M05,Bortezomib; Prednisolone,L01XG01; H02AB06,Proteasome inhibitors; Corticosteroids,L01XG; H02AB,Rheumatology,,,,False,False,,,False,True,False,False
Q477,Losartan long term outcomes Heart Failure,EN,Heart Failure,I50,Losartan,C09CA01,ARBs,C09CA,Cardiology,,,,False,False,,,False,False,False,False
Q478,kontraindikasi Bedaquiline pada Tuberculosis dengan immunocompromised,MIXED,Tuberculosis,A15,Bedaquiline,J04AK05,Antituberculotics,J04AK,Pulmonology,,,,False,False,,,False,False,False,False
Q479,BCR-ABL inhibitors in pregnancy and Chronic Myeloid Leukaemia,EN,Chronic Myeloid Leukaemia,C92.1,Imatinib,L01EA01,BCR-ABL inhibitors,L01EA,Oncology,,pregnant,,False,False,,,False,False,False,False
Q480,Venlafaxine dosing in Major Depressive Disorder with atrial fibrillation,EN,Major Depressive Disorder,F32,Venlafaxine,N06AX16,SNRIs,N06AX,Psychiatry,,,,False,True,,,False,False,False,False
Q481,Metoprolol long term outcomes Stable Angina,EN,Stable Angina,I20,Metoprolol,C07AB02,Beta blockers selective,C07AB,Cardiology,,,,False,False,,,False,False,False,False
Q482,Lansoprazole long term outcomes Peptic Ulcer Disease,EN,Peptic Ulcer Disease,K27,Lansoprazole,A02BC03,Proton pump inhibitors,A02BC,Gastroenterology,,,,False,False,,,False,False,False,False
Q483,Hypertension dengan pregnancy pilihan drug terbaik,MIXED,Hypertension,I10,Amlodipine,C08CA01,Calcium channel blockers,C08CA,Cardiology,,pregnant,,False,False,,,False,False,False,False
Q484,titration protocol Bedaquiline in Tuberculosis,EN,Tuberculosis,A15,Bedaquiline,J04AK05,Antituberculotics,J04AK,Pulmonology,,,,False,False,,,False,False,False,False
Q485,Lansoprazole resistance in Peptic Ulcer Disease alternative therapy,EN,Peptic Ulcer Disease,K27,Lansoprazole,A02BC03,Proton pump inhibitors,A02BC,Gastroenterology,,,,False,False,,,False,False,False,True
Q486,switch from Alteplase to Alteplase in Ischaemic Stroke,EN,Ischaemic Stroke,I63,Alteplase; Alteplase,B01AD02; B01AD02,Thrombolytics; Thrombolytics,B01AD; B01AD,Neurology,,,,False,False,,,False,False,False,False
Q487,Centrally acting antihypertensives terbaru untuk Hypertension in Pregnancy 2025,MIXED,Hypertension in Pregnancy,O10,Methyldopa,C02AB01,Centrally acting antihypertensives,C02AB,Obstetrics,,pregnant,2025,True,False,,,False,False,False,False
Q488,Artemether-lumefantrine pada ibu hamil dengan Typhoid Fever,ID,Typhoid Fever,A01.0,Artemether-lumefantrine,P01BF01,Antimalarials,P01BF,Infectious Disease,,pregnant,,False,False,,,False,False,False,False
Q489,switch from Bedaquiline to Bedaquiline in MDR Tuberculosis,EN,MDR Tuberculosis,A15.0,Bedaquiline; Bedaquiline,J04AK05; J04AK05,Antituberculotics; Antituberculotics,J04AK; J04AK,Pulmonology,,,,False,False,,,False,False,False,False
Q490,target terapi Hypothyroidism dengan Thyroid hormones,ID,Hypothyroidism,E03,Levothyroxine,H03AA01,Thyroid hormones,H03AA,Endocrinology,,,,False,False,,,False,False,False,False
Q491,Empagliflozin long term outcomes Chronic Kidney Disease,EN,Chronic Kidney Disease,N18,Empagliflozin,A10BK03,SGLT2 inhibitors,A10BK,Nephrology,,,,False,False,,,False,False,False,False
Q492,titration protocol Alendronate in Osteoporosis,EN,Osteoporosis,M81,Alendronate,M05BA04,Bisphosphonates,M05BA,Rheumatology,,,,False,False,,,False,False,False,False
Q493,monitoring parameters Isoniazid in Tuberculosis,EN,Tuberculosis,A15,Isoniazid,J04AC01,Antituberculotics,J04AC,Pulmonology,,,,False,False,,,False,False,False,False
Q494,Corticosteroids terbaru untuk COPD terbaru,MIXED,COPD,J44,Prednisolone,H02AB06,Corticosteroids,H02AB,Pulmonology,,,,True,False,,,False,False,False,False
Q495,TNF inhibitors adverse effects monitoring in Systemic Lupus Erythematosus,EN,Systemic Lupus Erythematosus,M32,Adalimumab,L04AB04,TNF inhibitors,L04AB,Rheumatology,,,,False,False,,,False,False,False,False
Q496,Insulin degludec side effect pada pasien Type 1 Diabetes Mellitus apa saja,MIXED,Type 1 Diabetes Mellitus,E10,Insulin degludec,A10AE06,Basal insulins,A10AE,Endocrinology,,,,False,False,,,False,False,False,False
Q497,is Rosuvastatin safe in Acute Coronary Syndrome with diabetes,EN,Acute Coronary Syndrome,I24,Rosuvastatin,C10AA07,Statins,C10AA,Cardiology,,,,False,False,,,False,False,False,False
Q498,monitoring Factor Xa inhibitors pada Deep Vein Thrombosis parameter apa,MIXED,Deep Vein Thrombosis,I82,Rivaroxaban,B01AF01,Factor Xa inhibitors,B01AF,Haematology,,,,False,False,,,False,False,False,False
Q499,ACE inhibitors kontraindikasi pada Hypertension dengan hepatic impairment,ID,Hypertension,I10,Ramipril,C09AA05,ACE inhibitors,C09AA,Cardiology,,,,False,False,,,True,False,False,False
Q500,Antituberculotics terbaru untuk Tuberculosis 2025,MIXED,Tuberculosis,A15,Bedaquiline,J04AK05,Antituberculotics,J04AK,Pulmonology,,,2025,True,False,,,False,False,False,False
